image,ocr,country,location,recordedBy,recordNumber,catalogNumber,scientificName,day,year,month,dateIdentified,minimumElevationInMeters,identifiedBy,verbatimIdentification,decimalLatitude,decimalLongitude,verbatimElevation,maximumElevationInMeters,kingdom,elevation,countryCode,error.code,error.type,error.param,error.message,decimallatitude,institutionCode
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Helichrysum%20puglia.jpg,"*the. / FLORA ITALICA ESICO TA / SERIES III. / curantibus / Ad Fiori et A. Béguinot / FORTI / H. 8. PATAVINUS / A. 1937 / 2376. Helichrysum italicum G. Don in Lou Hort. bit., / P. 342 (1830). / Syn. Gnaphalium angustifolium Lam. (1786) p parte tantu / italicum Roth (1790) - G. Stoechas S. et S., Ten.. / non L. / Helichrysum angustifolium DC. (1815). / Stoechas Ces. Pass. et Gib. / Ic. Fl. Gr. tab. 857; Rchb. Ic. Germ., XVI, tab. CML, fig. 2. / Loc. Apulia. Tarentum (Taranto), in alveo glareoso, rarissime / inundato, loco dicto Gravina di Leucaspide, alt. 30 m. / 14 Julio 1914. / - / - / - / Oss. Dagli autori francesi ed altri si adopera il nome specifico / di angustifolium creato da Lamarck, Dict. II, p. 745; nome che avrebbe / precedenza cronologica su quello di Roth in Roem. et Ust., Mag., IV, / X, p. 19. Secondo Gussone però, «Fl. Sic. II, p. 469, seguito dagli autori / italiani moderni, Lamarck descriveva non l'H. italicum ma l'H. lito- / reum Guss. D'altra parte è certo dalle località e dai sinonimi citati / da Lamarck, che egli confondeva nel suo G. angustifolium tanto l'H. / italicum quanto l'H. litoreum. / La figura di Barrelier, ic. 1125, spesso citata per l' H. italicum os- / sia angustifolium DC., si applica meglio, come osservava Gussone, al- / l'H. litoreum. Invece Barr. ic. 278, citato da Gussone per l'H. italicum, / ricorda piuttosto l'H. serotinum Boiss., dove lo riporta Willkomm nel / Prodr. Fl. Hisp, II, p. 60. / C. Lacaita. / HERB. R. HORTI PATAVINI / 9006",Apulia,Tarentum (Taranto),C. Lacaita,,2376,Helichrysum italicum G. Don,14,1914,07,,30,,,,,,30,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Halyseris.jpg,"Herb. Piccone-Forti / Halyserit Delicatula, J. Sy.. / Pernambuco: Brasile. Luglio 1882. / Race C. Mareacci / Herb. Piccone-Forti / Eibar, A. Piccone. / AE / w / * / A. 1937 / Habyseris delimitila, I. g. / * / H. B. PATAVINUS / HERBA / Pernambuco: Brasile. - Luglio 1882. / Race, C. Marcacci / orbar, A. Piccone. / HERB. A. FORT / H. B. PATAVINUS / A. 1937 / Herb. Achille Forti / Exs, Moug. Dupr. et Roumeg. / Folgues de France. (2 Serie) / Halyseris delicatula Bogd. Sp. p.144. / Dielyopteris delicatula samheroux. / Cotes du Bresil, à Fernambouc (Amer. Sept.) / Reliqnicl Brebissoni ) / colleet. Nettenius. / Lenormand–1864. / Balyvorin Veliahta Ag. / 3TI / H. B. PATAVINUS / 7 / P / FORTI / H. 6. PATAVINUS / A. 1937 / Herb. Piccone-Forti / ycotheca Boreali-Americana. Collins, Holden, and Setchell. / 485. Haliseris delicatula (Lamour.) Ag. / rt Antonio, Jamaica, Aug., 1894. / H. B. PATAVINUS / A. / Agardh, Sp. Alg, Vol. I, p. 144, 1823. / J. G. Agardh, Sp. Alg., Vol. I, p. 116, 1848. 4. 1931 / Harvey, Nereis Bor.-Am., part 1, p. 103, Pl. VII A, 1852. / urray, Cat. of Marine Algae of the W. I. Region, p. 26, 1889. / De Toni, Syll. Alg., Vol. III, p. 253, 1895. / Mrs. C. E. PEASE & Miss E. BUTLE / 3. A. FORT! / # S. PATAVINU / A. 1937 / Pernambour / Herb. Piccone-Forti / RTI / HEAD / Herb. Piccone-Forti / H. B. PATAVINUS / A. 1937 / Pernambuco: Brasile. - Luglio 1882, / Race, C. Marcacci / Erbar, A. Piccone. / H. B. PATAVINUS / A. 1937 / TI / Pernambuco Brasile. - Luglio 1882. / Race, C. Marcacci / Erbai, A. Piccone.",,,,,,,,,,,,,,,,,,,,,,server_error,,"That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID d54e5fac312198d734773556f366856c in your message.)",,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/HD09808.jpg,"اردو / 1- / د شد / HERB. PATAV, (PAD) / ▪▪▪▪▪▪▪▪ / HD09808 / 1: h / Va / شن / ج- / sation .. / دیگر / Www",,,,,,,,,,,,,,,,,,,,,,server_error,,"That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 6cca05712e6e4b4eeea9fca832fbd48c in your message.)",,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/HD02104.jpg,7 / Laurus nobilis L. / IS. PELAGOSA / 11 / Dr. Marchesetti / 0 / 20 LUGLIO 1877 / 1 / 2 / 3 / 4 / 5 / HERB. PATAV. (PAD) / HD02104,,,Dr. Marchesetti,11,HD02104,Laurus nobilis L.,20,1877,7,,,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/H0027462.jpg,"HERB. PATAV. (PAD) / H0027462 / Erbarlo Chlament! / 2562. / L. / Hibiscus pentacarpes / var. albiflerus / Luoghi poluden salsi (Barene) nella / aguna di Chioggia, / { / HERB. R. HORTI PATAVINI / 5013",,aguna di Chioggia,L.,2562,H0027462,Hibiscus pentacarpes,,,,,,HERB. R. HORTI PATAVINI,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/H0022791.jpg,"de impestrib. / bil. / Dianthen papillose, Me & P. / ad Ariken. / ہے اور / HERB. PATAV. (PAD) / calcar. / H0022791 / Kaub / 4 / 3 / 0 / HERB. PATAV. (PAD) / H0022792 / Dianthey papillopy / Pertengagillig obheft / inbich auſgeche / 196 / my / 2502",,Ariken,HERB. PATAV. (PAD),4|3|0,H0022791|H0022792,Dianthen papillose,,196,,,2502,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/H0022460.jpg,"HERB. PATAV. (PAD) / H0022460 / curantibus / Adr. Fiori, A. Béguinot, R. Pampanini / FLORA ITALICA EXSICCATA / 925. Oxalis cernua Thunbg. Diss. Oxal., p. 14 (1871). / Loc. Sicilia. Messana (Messina) in cultis prope urbem, solo / vario. Dicembre 1904. / confermage / medve / Granng / Oss. Questa specie, originaria del C. di B. Speranza e scono- / sciuta nel Messinese fino ad un trentennio fa, si è ora straordi. / nariamente diffusa nei luoghi coltivati e frequentati dall' uomo / nella regione marittima e si è diffusa persino nelle piaggie arenose, / mostrando di resistere ad un certo grado di salsedine del suolo. / Vegeta ancora sui muri insieme ai Phagnalon, Antirrhinum siculum / ed alle Parietaria. / Diffondesi per numerosissimi bulbilli che produce sul rizoma / durante l'antesi, rarissimamente abbonisce qualche seme e spesso / presentasi a fiori doppi (var. pleniflora Ces. Pass. e Gib.) e ciò a / preferenza nei luoghi pingui coltivati (orti, vigneti ecc.). / G. Zodda. / p / 3936 / 5 / 4 / 3 / 2 / 1 / 0",Sicilia,Messana (Messina),Adr. Fiori|A. Béguinot|R. Pampanini,,H0022460,Oxalis cernua,,1904,12,,,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/H0022444.jpg,HERB. PATAV. (PAD) / H0022444 / B. / HERE / Η / U. / BRIXIAE / LINA / Oxalis acetoulla / Soth in manufatte sorgent / verbros es murs. / Angs is torrent a Gooine mul Sobien / in who / HERB. R. HORTI PATAVINI,,,HERB. PATAV. (PAD)|HERB. R. HORTI PATAVINI,,H0022444,Oxalis acetoulla,,,,,,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/H0022378.jpg,HERB. PATAV. (PAD) / H0022378 / H / 2547 / Oxalis corniculata Linn. / O. pusilla Salisb. / Nogli orti di Chioggia. / 2505. / W.. / Erbario Chiamentl / HERB. R. HORTI PATAVINI / < / 3936,,,,,,,,,,,,,,,,,,,,,,server_error,,"That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 61184e4f95901fd40b518d82170e7fd5 in your message.)",,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/H0022335.jpg,"HERB. PATAV. (PAD) / EXTRA / FORTE / C G / EXTRA FOR / H0022335 / ♦ / - / FLORA DEL CADORE / Oxalis Acetosella L. / Valle del Piova: V. Prendera, alt 1600-1800 m / 12 agosto 1937 / R. Pampanini / Erb.CadoreR,Pampanini / 2076",,Valle del Piova: V. Prendera,R. Pampanini,2076,H0022335,Oxalis Acetosella L.,12,1937,8,,1600,,,,,,1800,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/H0022317.jpg,"HV / HERB. R. HORTI PATAVINI / Flora Tirolensis / Oxalidaceae. / Fam. nat. / 4 / Fundort: / F.PFAFF / BARIO / 1934 / BOLZANO / 2150. / Oxalis acetosella Linn. / 1. Bozen, beim Indenfriedhof im / Gebüsch. / Meereshöhe: 260m / Unterlage: Allevi. / Datum: 22. März 1910. leg. Dr. W. Piaff. / Mary / HERB. PATAV. (PAD) / H0022317 / 3936",Bolzano | Italy,"Bozen, beim Indenfriedhof im Gebüsch",Dr. W. Piaff,3936,H0022317,Oxalis acetosella Linn.,22,1910,3,22. März 1910,260,Dr. W. Piaff,Oxalis acetosella Linn.,,,Meereshöhe: 260m,260,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/H0020929.jpg,HERB. PATAV. (PAD) / Pani / Genova / da A. Bequent / H0020929 / Leonurus Cardiaca L. / var villosus Benth. / 13 VI 1895 / lez R. Gestre / 7273,Genova,,R. Gestre,7273,H0020929,Leonurus Cardiaca L.,13,1895,6,,,A. Bequent,Leonurus Cardiaca L. var villosus Benth.,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/H0020905.jpg,"HV / : / HERB. PATAV. (PAD) / WORKING ON DAY / H0020905 / FLORA ITALICA EXSICCATA / SERIES III. / curantibus / Adr. Fiori et A. Béguinot / 2346. Leonurus Cardiaca L. var. villosus Desf. (pr. sp.) Cat. / Horti Par. p. 73 (1829). / Syn. L. condensatus Hornem., L. lacerus Lindl., L. canescens Dum. / et L. neglectus Schranck fide Benth. Lab. p. 518 et in DC. / Prodr., XII, p. 500. / Loc. Venetia. Patavii (Padova), cultus in R. Horto bota- / nico e seminibus plantae sponte nascentis prope Genova. / Maj.-Jun. 1913-14. / - / - / HERB. R. HORTI PATAVINI / Oss. / Corrisponde perfettamente ad esemplari conservati nell'Erb. / generale di Padova e raccolti presso Genova il 13-VI-1895 dal prof. R. / Gestro vale quanto a dire che la pianta ha conservato immutati i / suoi caratteri per 4 o 5 generazioni di seguito e desta l'impressione / che si tratti di qualche cosa di più di una semplice varietà. Si con- / fronti col n. 2345. / Béguinot",Italy,Venetia. Patavii (Padova),Adr. Fiori|A. Béguinot,,H0020905,Leonurus Cardiaca L. var. villosus Desf.,13,1913,5,,,,,,,cultus in R. Horto bota- nico e seminibus plantae sponte nascentis prope Genova,,,,IT,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/H0018625.jpg,"HV / Asplenium viride Hudson / Determinavit Duus Marchett, / 13·2·1988 / L / 2 / 4 / HERB. PATAV. (PAD) / H0018625 / FLORA DEL CADORE / Asplenium viride Huds. / T / Valle del Boite: Ampezzo: M. Cristallo. Val Grande / alt. 1500-2000 m. 8 Agosto 1923 / R. Pampanini / Erb.CadoreR,Pampan / VIU",,Valle del Boite: Ampezzo: M. Cristallo. Val Grande,R. Pampanini,2,H0018625,Asplenium viride Hudson,8,1923,8,1988-02-13,1500,Duus Marchett,Asplenium viride Huds.,,,,2000,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/H0018612.jpg,ammt / IV VIL / Hoffee for / Hff / ** / DUOY / Erbario Argenti / Applenium trichomanes / subop quadrivaleres / HERB. PATAV. (PAD) / H0018612 / data / for / Belluno / ecol.. / rupestre / 100=150 / m s.l.m. / 100. vers. settentrionale Presa 111 - Montello (r) / 30 sett. 2006 / legit,Belluno,,,100=150,HERB. PATAV. (PAD) H0018612,Applenium trichomanes,30,2006,9,,100,,,,,,150,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/H0018599.jpg,"VIII / ਚਰਨ ਸੰਤਾਂ-ਵਾਰ / Erbario Argenti / HERB. PATAV. (PAD) / | | | | | | | | | / H0018599 / data / Belluno / Asplenium trichomanes / ecol. rupe cale. / 1050 / Constel Cesil - M.Palon - Mite Grappa (TV) / loc. / legit / 16 / ""No ago 2007 / m s.l.m.",Belluno,Constel Cesil - M.Palon - Mite Grappa (TV),,,H0018599,Asplenium trichomanes,16,2007,,,,,,1050,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/H0018106.jpg,HERB. R. HORTI PATAVINI / NOW! / Eprzeaches aubremote / Epipactis palustris (L.) Crantz. / Conf. Rev. Det. Giorgio Perazza (ROV) 23.04.2007.. / pralis ad / ad Placrim / 18bb / HERB. PATAV. (PAD) / ERBARIO P.A. Saccardo / P₂ / 15-06-20 / H0018106 / 1482,,,,,,,,,,,,,,,,,,,,,,server_error,,"That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 1397e85d5cec736d9cead6499f41eda9 in your message.)",,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/H0017653.jpg,"Proi, G, Dal Piaz / Veronica. / Vicenza - Gogna - / додна / luogo seminato / 15 maggio 1893 / K / Proi, G, Dal Plaz / HERB. PATAV. (PAD) / H0017653 / HERB. R. HORTI PATAVINI / Veronica chamaedrys L. / Det. Fedew to avogra / 10 ottobre 2012 / 7579",Italy,Vicenza - Gogna,"Proi, G, Dal Piaz",7579,H0017653,Veronica chamaedrys L.,15,1893,5,2012-10-10,,Fedew to avogra,Veronica chamaedrys L.,,,,,,,IT,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/H0016289.jpg,HERB. R. HORTI PATAVINI / Alisma / parnastifoliam L. / Nello Stagno Laingnone presſo / Coprotistima. / Desenzano. / 1.7⁰97 / RB. / 11 / U. / BRIXIAE / U / INI / I l / HERB. PATAV. (PAD) / H0016289,BRIXIAE,Stagno Laingnone|Coprotistima|Desenzano,RB,11,H0016289,Alisma parnastifoliam L.,,1797,7,,,,,,,,,,,,,,,,,HERB. HORTI PATAVINI
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/H0014153.jpg,"HERB. R. HORTI PATAVINI / of / 08 / 00: / Alismareal. / Alisma plantago Linu. / var. lanceolatum Schultz for terrestre Hlünk. / B. Salten: an den Tschaufen-Weiher, / 1350 m, auf kalkhältigem Boden, 15. Aug. / 1926. / 116,1 1x1.5h/~leg. / вы / 133. / Dr. W. Paff. PFAFF / BOZEN 934 / BOLZANO / HERB. PATAV. (PAD) / H0014153",,B. Salten,Dr. W. Paff,,H0014153,Alisma plantago,15,1926,8,,1350,,,,,,1350,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/H0013997.jpg,"1-V1-32 / Morte. Uolien. / angilly / F. / V / прошідно / leg. Dr, N.Benacchio / k / 100 / HERB. R. HORTI PATAVINI / Вода / HERB. PATAV. (PAD) / Dett. Federico Quaglia / Aprile 2012 / H0013997 / HERBARIUM PATAVINUM (PAD) / Centro Interdipartimentale Musei Scientifiel / dell'Università / 35123 Padova (Italia) / Rosa arvensis Hudson. / 338 / ww",Italy,,Dr. N.Benacchio,1-V1-32,H0013997,Rosa arvensis Hudson,,,,Aprile 2012,100,Federico Quaglia,,,,,,Plantae,,IT,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/H0013077.jpg,HERB. R. HORTI PATAVINI / PLANTAE LITOR / s / Bon / Por du Vergie / tonne queso furicea / Лагене / 17 1210 / UV / A. Béguinst / HERB. PATAV. (PAD) / H0013077 / 936,,,A. Béguinst,,H0013077,,,1210,,,,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/H0012590.jpg,"HERB. PATAV. (PAD) / H0012589 / HERB. R. HORTI PATAVINI / Dactylorhiza traunsteineri (Saut.) Soo- / Conf. Rev. Det. Giorgio Perazza (ROV). 13.12.2006 / V / Archis latifolia L. c. incarnate J. / Polumige - Gronde del Gergarre dietro, / 24 27 / la Chiesa / 2 / dags Bun / lunte / HERB. PATAV. (PAD) / H0012590 / мед. акачивани / Elfens Drehis laxiflore / Lam. / juurts / 16-1 27 / Vachis laxiflora Lam. / Pordenone - sponde del lags Buride - / al limite sup. deefi arquitrei- / 16.0.27 / pr / - / نسبة له / 02-02-03 / 1996",,,,,H0012589|H0012590,Dactylorhiza traunsteineri|Archis latifolia|Vachis laxiflora,24|2|27,1996,2|1,13.12.2006,,Giorgio Perazza,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Girgantina.jpg,"Herb, Piccone-Forti / Figurtine Lessonſ / Cessonsi, J. Ag. / Perù: a Paita. - Luglio 1883. / Race, C. Marcacci.. / Erbar. A. Picsone. / r / HERB. A. FORT! / H. B. PATAVINUS / A. 1937 / *",Perù,,C. Marcacci,,A. 1937,Piccone-Forti,,1883,7,,,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Erbario120.jpg,"HERBARIUM INSULARUM PONTIARUM / Centaurea aplolepa Monet var. / aneraris i pindataria +3 / си / Ventotene, sulle rupi marittime presſo el Semofire / 2.7. / J / 1900 / D. Aug. Béguinot / FORNO / 9476",,"Ventotene, sulle rupi marittime presſo el Semofire",D. Aug. Béguinot,,9476,Centaurea aplolepa,2,1900,7,,,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Dryopteris%20affinis%20H0017245.jpg,"SUNDS / 1000 / wa / www. / ww / WWW / JA / PR / 10 / Erbario Argenti / Drychteris affir / affinir / Borreri / Japa / loc.. / ecol. eo / HERB. PATAV. (PAD) / 10am / bosco costo / 150 / Prise III, vers and Montello (TV) / 30 set 06 / legit / H0017245 / data / Belluno / m s.l.m.",Belluno,"Prise III, vers and Montello (TV)",Erbario Argenti,1000,H0017245,Drychteris affir,30,2006,9,,,,,,,150 m s.l.m.,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/DSC_1882.JPG,Aristolochia Clematitis L. / Ion erthenhaufen Rüchungeeten. 1897. / A Pro than / 1115 / HERB.BERENGER / Aristolochia Alematitis / Brix. 1831. / HERB.BERENGER / 2174,,,Ion erthenhaufen,,1115|2174,Aristolochia Clematitis L.,,1897|1831,,,,,Aristolochia Alematitis,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/DSC_1873.JPG,"HERBARIUM / Verbena officinalis L / Colle dello Scheggia (Perugia) / 14 ottobre 1950, / Leg. / m 600c. / Dr. ALESSANDRO MARCELLO / 7138",,Colle dello Scheggia (Perugia),Dr. ALESSANDRO MARCELLO,,7138,Verbena officinalis L,14,1950,10,,,,,,,m 600c.,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Cyrtonium%20falcatum%20%20H0017098a.jpg,"HERBARIUM PATAVINUM (PAD) / Centro Interdipartimentale Musei Scientifici dell'Università / 35123 Padova (Italia) / Cyrtomium falcatur / nuro delimitante il giarding delle / Winton anym lungo la canaletta dello / Allcorno-jadong I / Degrein L., Marcucci R., 8.11.2007 / HV-VI / HERB. PATAV. (PAD) / H0017098",,,"Degrein L., Marcucci R.",,H0017098,Cyrtomium falcatur,8,2007,11,,,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Chrysanthemum.jpg,...... / ...... / Località / abitat / itudine / } / Ottobre.. / Giardino / ERBARIO DELLE VALLI VALDESI / Chrisautemmen vulgar / TIP. ALPINA-TORRE PELLICE / da Roorhon вдики / H0061358 / MORE HE WAUA SINGLES IN / HERB. PATAV. (PAD),,Giardino,ERBARIO DELLE VALLI VALDESI,,H0061358,Chrisautemmen vulgar,,,10,,,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/60.jpg,"HERB. PATAV. (PAD) / FLORA DALMATICA / Trifolium / HD09460 / livier Japape / L. / ампи / ßß. glabren / VISIANI / Trifolium arvenhet, / Z glabren / Jaguh probiezing / HERB. PATAV. (PAD) / HD09459 / 823 / Input are reiviaillop",,,livier Japape,,HD09460|HD09459,Trifolium,,1832,,,,,Trifolium arvenhet,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/55.jpg,98 / Mij / HERB. PATAV. (PAD) / HD08116 / HERB. PATAV. (PAD) / her miscering All. / p.ottigers / Malin niceven / HD08115 / FLORA DALMATICA / Sebnisso. / Ait. / niceventy / B. obtrehatt / Civio Selences et ins Lesine / 3 / VISIANI,,Civio Selences et ins Lesine,VISIANI,,HD08116|HD08115,,,,,,,,her miscering All. | FLORA DALMATICA | Malin niceven,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/35.jpg,"s, is / 1358 / 1.49 / 3. / ad / ***** / HERB. PATAV. (PAD) / Micromeria greu / prope Lesine / HD04822 / gręce / 8. pampon fldh / Mh. pauciflon Us. bub. / Stalio / Sofie & andren / py Lined / VISIANI",,prope Lesine,Sofie & andren,,HD04822,Micromeria greu,,1358,,,,,Micromeria greu,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/32.jpg,FLORA DA / Mentha / ad / Ad in / перер / V / une / 1271 / Menther / vertisplin / 13 / Menthe splossing / 3. orliſ / VISIANI / Lessine / HERB. PATAV. (PAD) / HD04810,,,,,HD04810,Mentha,,,,,,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/1.jpg,# / FLORA DALMATICA / Asplenium Adianthum nigrum / L / El delen. / autam / ß. / In ins Lacroma saxerig umbrosis / saxosif / parrochy Vodopjeh / VISIANI / Lapad / 132 / Ol / HERB. PATAV. (PAD) / HD00095 / 2,,Lapad|In ins Lacroma saxerig umbrosis saxosif,VISIANI,,HD00095,Asplenium Adianthum nigrum,,,,,,,,,,,,,,,,,,,,
